"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2002","2002",414,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2001","2001",353,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2002","2002",389,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2001","2001",52.7,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2002","2002",52.3,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2001","2001",37,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2002","2002",35.9,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2001","2001",35.4,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2002","2002",33.4,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2001","2001",21.6,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2002","2002",23.2,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2001","2001",18.8,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y6-10","6-10 anni","2002","2002",18.2,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2001","2001",586,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2002","2002",581,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2001","2001",13.2,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE3","3 anni e più","2002","2002",12.4,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2001","2001",635,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2002","2002",738,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2001","2001",236,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y6-10","6-10 anni","2002","2002",281,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2001","2001",722,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2002","2002",725,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2001","2001",149,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2002","2002",136,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2001","2001",21.2,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2002","2002",23.7,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2001","2001",1496,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2002","2002",1547,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2001","2001",234,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y11-14","11-14 anni","2002","2002",232,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2001","2001",51.3,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y6-10","6-10 anni","2002","2002",54.1,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2001","2001",8505,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y_GE3","3 anni e più","2002","2002",8335,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2001","2001",35.1,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2002","2002",35.7,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2001","2001",27.3,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2002","2002",26.2,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2001","2001",3.9,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2002","2002",4.4,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2001","2001",261,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2002","2002",246,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2001","2001",33.8,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2002","2002",34.5,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2001","2001",24.5,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2002","2002",26.2,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2001","2001",300,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2002","2002",305,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2001","2001",27,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2002","2002",21.2,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2001","2001",10.9,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2002","2002",10.5,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2001","2001",34.7,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2002","2002",33.4,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2001","2001",22,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2002","2002",22.2,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2001","2001",599,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2002","2002",689,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2001","2001",107,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2002","2002",109,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2001","2001",2168,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2002","2002",2109,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2001","2001",37.3,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2002","2002",36.6,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2001","2001",13.8,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2002","2002",15.9,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y3-5","3-5 anni","2001","2001",49.7,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y3-5","3-5 anni","2002","2002",50.8,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2001","2001",654,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2002","2002",653,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2001","2001",3272,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2002","2002",3401,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2001","2001",13.3,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2002","2002",15.3,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2001","2001",14.2,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2002","2002",13,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2001","2001",13.1,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y11-14","11-14 anni","2002","2002",10.6,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2001","2001",75.8,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2002","2002",74.7,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2001","2001",35.7,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2002","2002",35,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2001","2001",0.7,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2002","2002",0.8,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2001","2001",30.7,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2002","2002",32,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2001","2001",2049,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2002","2002",2205,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2001","2001",268,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2002","2002",297,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2001","2001",170,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2002","2002",183,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2001","2001",480,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2002","2002",483,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","9","totale","Y_GE3","3 anni e più","2001","2001",5807,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","9","totale","Y_GE3","3 anni e più","2002","2002",5481,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2001","2001",16.2,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y3-5","3-5 anni","2002","2002",13.1,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y3-5","3-5 anni","2001","2001",5.7,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y3-5","3-5 anni","2002","2002",5.4,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2001","2001",846,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2002","2002",827,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2001","2001",46.1,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE3","3 anni e più","2002","2002",46.9,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2001","2001",816,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2002","2002",872,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2001","2001",28.2,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2002","2002",28.7,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2001","2001",41,,
"3_SPORT_OCCAS","in modo saltuario","THV","valori in migliaia","2","femmine","Y3-5","3-5 anni","2002","2002",25,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2001","2001",5.7,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2002","2002",5.8,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2001","2001",208,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","1","maschi","Y3-5","3-5 anni","2002","2002",210,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2001","2001",40,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2002","2002",39,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2001","2001",48.3,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2002","2002",49.7,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2001","2001",2245,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2002","2002",2321,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2001","2001",1487,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2002","2002",1405,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2001","2001",998,,
"3_PHYS_ACTIV","solo qualche attività fisica","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2002","2002",973,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2001","2001",1140,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2002","2002",1120,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2001","2001",31,,
"3_SPORT_CONT","in modo continuativo","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2002","2002",36,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2001","2001",307,,
"3_NEV_SPORT","non praticano sport, né attività fisica","THV","valori in migliaia","9","totale","Y11-14","11-14 anni","2002","2002",370,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2001","2001",26.3,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2002","2002",25.4,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2001","2001",33,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2002","2002",34,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2001","2001",22.1,,
"3_SPORT_OCCAS","in modo saltuario","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2002","2002",17.3,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2001","2001",19.1,,
"3_SPORT_CONT","in modo continuativo","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE3","3 anni e più","2002","2002",19.7,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2001","2001",27.4,,
"3_NEV_SPORT","non praticano sport, né attività fisica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2002","2002",26.5,,
"3_PHYS_ACTIV","solo qualche attività fisica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2001","2001",29.7,,
