"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"6_WEEK_RELIG","almeno una volta a settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2001","2001",21.8,,
"6_WEEK_RELIG","almeno una volta a settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2010","2010",15.3,,
"6_WEEK_RELIG","almeno una volta a settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",8.3,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2001","2001",1471,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2010","2010",1450,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",787,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2001","2001",3094,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2010","2010",2955,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",1893,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2001","2001",1281,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2010","2010",1128,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",824,,
"6_WEEK_RELIG","almeno una volta a settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2001","2001",36.8,,
"6_WEEK_RELIG","almeno una volta a settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2010","2010",31.2,,
"6_WEEK_RELIG","almeno una volta a settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2022","2022",12.4,,
"6_WEEK_RELIG","almeno una volta a settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2001","2001",24.2,,
"6_WEEK_RELIG","almeno una volta a settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2010","2010",20.1,,
"6_WEEK_RELIG","almeno una volta a settimana","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",7,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2001","2001",717,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2010","2010",467,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",245,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2001","2001",2554,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2010","2010",2249,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",1508,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y_GE6","6 anni e più","2001","2001",19475,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y_GE6","6 anni e più","2010","2010",18058,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y_GE6","6 anni e più","2022","2022",10560,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2001","2001",2464,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2010","2010",2466,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",929,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2001","2001",1963,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2010","2010",1363,,
"6_WEEK_RELIG","almeno una volta a settimana","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",633,,
